order_id,product_name
201901010000126,pip fruit
201901010000126,whole milk
201901010000126,hard cheese
201901010000126,cream cheese 
201901010000126,domestic eggs
201901010000126,rice
201901010000126,sugar
201901010000126,canned fruit
201901010000126,misc. beverages
201901010000126,fruit/vegetable juice
201901010000126,hygiene articles
201901010000127,sparkling wine
201901010000128,specialty bar
201901010000129,sausage
201901010000129,butter milk
201901010000129,rolls/buns
201901010000130,curd cheese
201901010000131,frankfurter
201901010000131,dessert
201901010000132,whole milk
201901010000132,yogurt
201901010000132,beverages
201901010000132,brown bread
201901010000132,shopping bags
201901010000133,newspapers
201901010000134,berries
201901010000134,soda
201901010000135,curd
201901010000135,flour
201901010000135,liquor (appetizer)
201901010000136,tropical fruit
201901010000136,other vegetables
201901010000136,coffee
201901010000137,soda
201901010000138,rolls/buns
201901010000138,Instant food products
201901010000139,canned beer
201901010000140,canned beer
201901010000141,frankfurter
201901010000141,sausage
201901010000141,whole milk
201901010000141,rolls/buns
201901010000141,margarine
201901010000142,other vegetables
201901010000142,misc. beverages
201901010000142,canned beer
201901010000143,whole milk
201901010000143,frozen vegetables
201901010000144,whole milk
201901010000145,citrus fruit
201901010000145,butter
201901010000145,cream cheese 
201901010000145,white bread
201901010000145,oil
201901010000145,margarine
201901010000145,newspapers
201901010000146,frankfurter
201901010000146,rolls/buns
201901010000147,frankfurter
201901010000147,ham
201901010000147,pip fruit
201901010000147,other vegetables
201901010000147,whole milk
201901010000147,soft cheese
201901010000147,frozen vegetables
201901010000147,rolls/buns
201901010000147,sugar
201901010000147,baking powder
201901010000148,butter milk
201901010000148,yogurt
201901010000148,honey
201901010000148,soda
201901010000148,detergent
201901010000149,hamburger meat
201901010000149,citrus fruit
201901010000149,onions
201901010000149,rolls/buns
201901010000149,bottled water
201901010000149,dental care
201901010000150,pasta
201901010000150,popcorn
201901010000151,other vegetables
201901010000151,whole milk
201901010000151,meat spreads
201901010000151,cake bar
201901010000151,chocolate
201901010000151,shopping bags
201901010000152,sausage
201901010000152,pork
201901010000152,citrus fruit
201901010000152,dessert
201901010000152,white bread
201901010000152,dishes
201901010000152,candles
201901010000153,rolls/buns
201901010000154,grapes
201901010000154,other vegetables
201901010000154,curd
201901010000154,dessert
201901010000154,yogurt
201901010000154,napkins
201901010000155,root vegetables
201901010000155,other vegetables
201901010000155,whole milk
201901010000155,yogurt
201901010000155,beverages
201901010000155,soft cheese
201901010000155,frozen vegetables
201901010000155,fruit/vegetable juice
201901010000155,bottled beer
201901010000156,coffee
201901010000156,shopping bags
201901010000157,popcorn
201901010000158,whole milk
201901010000158,rolls/buns
201901010000158,sugar
201901010000158,bottled water
201901010000158,soda
201901010000159,tropical fruit
201901010000159,other vegetables
201901010000159,packaged fruit/vegetables
201901010000159,whole milk
201901010000159,snack products
201901010000160,beef
201901010000160,herbs
201901010000160,flour
201901010000160,cling film/bags
201901010000160,flower soil/fertilizer
201901010000161,whole milk
201901010000161,butter
201901010000161,dessert
201901010000161,rolls/buns
201901010000162,frankfurter
201901010000162,soda
201901010000162,chewing gum
201901010000163,tropical fruit
201901010000163,specialty cheese
201901010000163,bottled water
201901010000164,canned beer
201901010000165,finished products
201901010000165,other vegetables
201901010000165,frozen vegetables
201901010000165,bottled beer
201901010000166,beverages
201901010000166,soda
201901010000167,hamburger meat
201901010000167,root vegetables
201901010000167,whole milk
201901010000168,whole milk
201901010000168,pastry
201901010000168,long life bakery product
201901010000169,finished products
201901010000169,white wine
201901010000169,shopping bags
201901010000170,other vegetables
201901010000171,ham
201901010000171,tropical fruit
201901010000171,other vegetables
201901010000171,whole milk
201901010000171,white bread
201901010000171,brown bread
201901010000171,fruit/vegetable juice
201901010000171,bottled beer
201901010000172,other vegetables
201901010000173,curd
201901010000173,butter milk
201901010000173,cocoa drinks
201901010000173,salty snack
201901010000173,popcorn
201901010000174,bottled beer
201901010000175,curd
201901010000175,dessert
201901010000175,soda
201901010000175,salty snack
201901010000175,waffles
201901010000175,cake bar
201901010000175,chocolate
201901010000175,shopping bags
201901010000176,whole milk
201901010000176,cream cheese 
201901010000176,cereals
201901010000176,dog food
201901010000177,whole milk
201901010000177,salt
201901010000178,dessert
201901010000178,ice cream
201901010000179,sausage
201901010000179,soft cheese
201901010000179,coffee
201901010000180,other vegetables
201901010000180,bottled water
201901010000180,waffles
201901010000180,dishes
201901010000180,shopping bags
201901010000181,ham
201901010000181,whole milk
201901010000181,rolls/buns
201901010000182,other vegetables
201901010000182,ice cream
201901010000183,other vegetables
201901010000183,bottled water
201901010000184,soda
201901010000184,bottled beer
201901010000184,white wine
201901010000184,prosecco
201901010000185,herbs
201901010000185,candy
201901010000186,frankfurter
201901010000186,ham
201901010000186,tropical fruit
201901010000186,pip fruit
201901010000186,root vegetables
201901010000186,other vegetables
201901010000186,whole milk
201901010000186,butter
201901010000186,curd
201901010000186,yogurt
201901010000186,whipped/sour cream
201901010000186,soft cheese
201901010000186,sliced cheese
201901010000186,cream cheese 
201901010000186,frozen meals
201901010000186,frozen fish
201901010000186,domestic eggs
201901010000186,white bread
201901010000186,sugar
201901010000186,cereals
201901010000186,fruit/vegetable juice
201901010000186,bottled beer
201901010000186,waffles
201901010000187,rolls/buns
201901010000187,canned beer
201901010000188,curd
201901010000188,cream cheese 
201901010000188,semi-finished bread
201901010000188,zwieback
201901010000188,cake bar
201901010000188,specialty bar
201901010000188,shopping bags
201901010000189,frankfurter
201901010000189,tropical fruit
201901010000189,whole milk
201901010000189,spread cheese
201901010000189,margarine
201901010000189,shopping bags
201901010000190,other vegetables
201901010000191,dog food
201901010000192,specialty bar
201901010000193,curd
201901010000193,salt
201901010000193,liquor (appetizer)
201901010000193,detergent
201901010000193,shopping bags
201901010000194,frankfurter
201901010000194,rolls/buns
201901010000195,soda
201901010000196,beef
201901010000196,berries
201901010000196,root vegetables
201901010000196,whole milk
201901010000196,dessert
201901010000196,spread cheese
201901010000196,brown bread
201901010000197,canned beer
201901010000198,pork
201901010000198,beef
201901010000198,pip fruit
201901010000198,herbs
201901010000198,spices
201901010000199,frankfurter
201901010000199,citrus fruit
201901010000199,UHT-milk
201901010000199,margarine
201901010000199,sugar
201901010000200,sausage
201901010000200,bottled beer
201901010000200,liquor (appetizer)
201901010000201,canned beer
201901010000202,specialty chocolate
201901010000203,curd
201901010000203,rolls/buns
201901010000204,canned beer
201901010000205,whole milk
201901010000205,bottled water
201901010000205,newspapers
201901010000206,rolls/buns
201901010000206,chewing gum
201901010000207,pork
201901010000207,root vegetables
201901010000207,other vegetables
201901010000207,whole milk
201901010000207,dishes
201901010000208,citrus fruit
201901010000208,pastry
201901010000209,pot plants
201901010000210,rolls/buns
201901010000210,pastry
201901010000210,soda
201901010000211,butter
201901010000211,yogurt
201901010000211,bottled water
201901010000211,soda
201901010000211,make up remover
201901010000211,hygiene articles
201901010000212,condensed milk
201901010000212,sugar
201901010000212,coffee
201901010000212,shopping bags
201901010000213,sausage
201901010000213,other vegetables
201901010000213,yogurt
201901010000213,soda
201901010000213,shopping bags
201901010000214,whole milk
201901010000214,beverages
201901010000214,UHT-milk
201901010000214,soda
201901010000215,sausage
201901010000215,pork
201901010000215,beef
201901010000215,whole milk
201901010000215,rolls/buns
201901010000215,margarine
201901010000216,beverages
201901010000217,beverages
201901010000217,specialty bar
201901010000218,bottled water
201901010000218,fruit/vegetable juice
201901010000219,newspapers
201901010000220,cleaner
201901010000220,female sanitary products
201901010000221,sausage
201901010000221,soda
201901010000221,newspapers
201901010000221,shopping bags
201901010000222,newspapers
201901010000223,sausage
201901010000223,beef
201901010000223,citrus fruit
201901010000223,other vegetables
201901010000223,whole milk
201901010000223,butter milk
201901010000223,whipped/sour cream
201901010000223,beverages
201901010000223,hard cheese
201901010000223,rolls/buns
201901010000223,dish cleaner
201901010000223,cookware
201901010000224,misc. beverages
201901010000224,newspapers
201901010000225,white wine
201901010000226,sausage
201901010000226,sliced cheese
201901010000226,rolls/buns
201901010000226,soda
201901010000226,canned beer
201901010000226,shopping bags
201901010000227,meat
201901010000227,curd
201901010000227,bottled beer
201901010000227,cake bar
201901010000228,frankfurter
201901010000228,meat
201901010000228,tropical fruit
201901010000228,onions
201901010000228,oil
201901010000228,baking powder
201901010000228,tea
201901010000228,cling film/bags
201901010000229,ice cream
201901010000229,rolls/buns
201901010000229,canned beer
201901010000230,canned beer
201901010000231,tropical fruit
201901010000231,berries
201901010000231,root vegetables
201901010000231,other vegetables
201901010000231,bottled water
201901010000231,shopping bags
201901010000232,meat
201901010000232,citrus fruit
201901010000232,other vegetables
201901010000232,curd
201901010000232,dessert
201901010000232,butter milk
201901010000232,beverages
201901010000232,cream cheese 
201901010000232,rolls/buns
201901010000232,brown bread
201901010000232,tea
201901010000232,bottled water
201901010000233,whole milk
201901010000233,mustard
201901010000233,bottled water
201901010000234,sausage
201901010000234,beef
201901010000234,beverages
201901010000234,sliced cheese
201901010000234,rolls/buns
201901010000234,spices
201901010000234,house keeping products
201901010000234,flower (seeds)
201901010000235,frankfurter
201901010000235,sausage
201901010000235,root vegetables
201901010000235,butter
201901010000235,curd
201901010000235,sliced cheese
201901010000235,rolls/buns
201901010000235,salty snack
201901010000235,long life bakery product
201901010000236,meat
201901010000236,other vegetables
201901010000236,butter
201901010000236,rolls/buns
201901010000237,root vegetables
201901010000237,beverages
201901010000237,Instant food products
201901010000237,pickled vegetables
201901010000237,detergent
201901010000238,root vegetables
201901010000238,herbs
201901010000238,other vegetables
201901010000238,whole milk
201901010000238,sliced cheese
201901010000238,rolls/buns
201901010000239,whole milk
201901010000239,whipped/sour cream
201901010000239,semi-finished bread
201901010000239,margarine
201901010000240,citrus fruit
201901010000240,whole milk
201901010000240,curd
201901010000240,dessert
201901010000240,yogurt
201901010000240,whipped/sour cream
201901010000240,frozen dessert
201901010000240,rolls/buns
201901010000240,salt
201901010000240,sugar
201901010000240,cereals
201901010000240,canned vegetables
201901010000240,canned fish
201901010000240,skin care
201901010000240,hygiene articles
201901010000240,napkins
201901010000241,citrus fruit
201901010000241,curd
201901010000241,pastry
201901010000241,margarine
201901010000241,sugar
201901010000241,candy
201901010000241,newspapers
201901010000242,other vegetables
201901010000242,whole milk
201901010000242,bottled water
201901010000242,soda
201901010000242,misc. beverages
201901010000242,bottled beer
201901010000242,red/blush wine
201901010000242,napkins
201901010000243,citrus fruit
201901010000243,whole milk
201901010000243,rolls/buns
201901010000244,sausage
201901010000244,oil
201901010000244,hygiene articles
201901010000244,napkins
201901010000245,frankfurter
201901010000245,beef
201901010000245,hamburger meat
201901010000245,grapes
201901010000245,root vegetables
201901010000245,whole milk
201901010000245,butter
201901010000245,frozen dessert
201901010000245,potato products
201901010000245,bottled water
201901010000245,bottled beer
201901010000246,hard cheese
201901010000246,rolls/buns
201901010000246,bottled water
201901010000246,newspapers
201901010000247,cream cheese 
201901010000247,rolls/buns
201901010000247,soda
201901010000247,chocolate
201901010000248,turkey
201901010000248,beef
201901010000248,frozen vegetables
201901010000248,dishes
201901010000248,photo/film
201901010000249,pork
201901010000249,other vegetables
201901010000249,whipped/sour cream
201901010000249,rolls/buns
201901010000249,soda
201901010000249,shopping bags
201901010000250,whole milk
201901010000250,beverages
201901010000251,rolls/buns
201901010000251,soda
201901010000252,sausage
201901010000252,pip fruit
201901010000252,whole milk
201901010000252,curd
201901010000252,yogurt
201901010000252,sliced cheese
201901010000252,rolls/buns
201901010000252,bottled water
201901010000252,hygiene articles
201901010000253,ice cream
201901010000254,liquor
201901010000255,pip fruit
201901010000255,other vegetables
201901010000255,fruit/vegetable juice
201901010000256,root vegetables
201901010000256,other vegetables
201901010000256,yogurt
201901010000257,soda
201901010000258,soda
201901010000259,sausage
201901010000259,citrus fruit
201901010000259,tropical fruit
201901010000259,other vegetables
201901010000259,whole milk
201901010000259,yogurt
201901010000259,rolls/buns
201901010000259,bottled water
201901010000259,soda
201901010000259,chocolate
201901010000259,newspapers
201901010000260,root vegetables
201901010000260,whole milk
201901010000260,pet care
201901010000260,detergent
201901010000261,pork
201901010000261,berries
201901010000261,root vegetables
201901010000261,other vegetables
201901010000261,pastry
201901010000261,specialty bar
201901010000262,pork
201901010000263,chocolate
201901010000264,fruit/vegetable juice
201901010000265,pickled vegetables
201901010000265,coffee
201901010000266,bottled water
201901010000267,frankfurter
201901010000267,sausage
201901010000267,butter
201901010000267,whipped/sour cream
201901010000267,rolls/buns
201901010000267,margarine
201901010000267,spices
201901010000268,tropical fruit
201901010000268,pip fruit
201901010000268,onions
201901010000268,other vegetables
201901010000268,whole milk
201901010000268,domestic eggs
201901010000268,sugar
201901010000268,soups
201901010000268,tea
201901010000268,soda
201901010000268,hygiene articles
201901010000268,napkins
201901010000269,canned beer
201901010000270,root vegetables
201901010000271,meat
201901010000271,citrus fruit
201901010000271,berries
201901010000271,root vegetables
201901010000271,whole milk
201901010000271,soda
201901010000272,frankfurter
201901010000272,rolls/buns
201901010000272,bottled water
201901010000272,fruit/vegetable juice
201901010000272,hygiene articles
201901010000273,tropical fruit
201901010000273,margarine
201901010000273,rum
201901010000274,tropical fruit
201901010000274,root vegetables
201901010000274,herbs
201901010000274,whole milk
201901010000274,butter milk
201901010000274,whipped/sour cream
201901010000274,flour
201901010000274,hygiene articles
201901010000275,citrus fruit
201901010000275,pip fruit
201901010000275,root vegetables
201901010000275,other vegetables
201901010000275,whole milk
201901010000275,cream cheese 
201901010000275,domestic eggs
201901010000275,brown bread
201901010000275,margarine
201901010000275,baking powder
201901010000275,waffles
201901010000276,hamburger meat
201901010000276,other vegetables
201901010000276,whole milk
201901010000276,curd
201901010000276,yogurt
201901010000276,rolls/buns
201901010000276,pastry
201901010000276,semi-finished bread
201901010000276,margarine
201901010000276,bottled water
201901010000276,fruit/vegetable juice
201901010000277,chicken
201901010000277,pip fruit
201901010000277,other vegetables
201901010000277,whole milk
201901010000277,dessert
201901010000277,yogurt
201901010000277,whipped/sour cream
201901010000277,rolls/buns
201901010000277,pasta
201901010000277,soda
201901010000277,waffles
201901010000278,chicken
201901010000278,citrus fruit
201901010000278,tropical fruit
201901010000278,root vegetables
201901010000278,whole milk
201901010000278,frozen fish
201901010000278,rolls/buns
201901010000279,frankfurter
201901010000279,citrus fruit
201901010000279,onions
201901010000279,other vegetables
201901010000279,whole milk
201901010000279,rolls/buns
201901010000279,sugar
201901010000279,soda
201901010000280,canned beer
201901010000281,turkey
201901010000281,pip fruit
201901010000281,salad dressing
201901010000281,pastry
201901010000282,packaged fruit/vegetables
201901010000282,whole milk
201901010000282,curd
201901010000282,yogurt
201901010000282,domestic eggs
201901010000282,brown bread
201901010000282,mustard
201901010000282,pickled vegetables
201901010000282,bottled water
201901010000282,misc. beverages
201901010000283,pasta
201901010000284,citrus fruit
201901010000284,tropical fruit
201901010000285,sausage
201901010000285,whole milk
201901010000285,yogurt
201901010000285,rolls/buns
201901010000285,brown bread
201901010000285,pot plants
201901010000286,whole milk
201901010000286,frozen meals
201901010000286,pastry
201901010000286,fruit/vegetable juice
201901010000286,waffles
201901010000287,canned beer
201901010000288,citrus fruit
201901010000288,sugar
201901010000288,sauces
201901010000289,liquor (appetizer)
201901010000290,citrus fruit
201901010000290,other vegetables
201901010000290,rolls/buns
201901010000290,salty snack
201901010000290,shopping bags
201901010000291,sausage
201901010000292,chicken
201901010000292,other vegetables
201901010000292,whole milk
201901010000292,vinegar
201901010000292,oil
201901010000292,bottled water
201901010000292,canned beer
201901010000292,napkins
201901010000292,newspapers
201901010000293,hamburger meat
201901010000293,root vegetables
201901010000293,other vegetables
201901010000293,whole milk
201901010000293,yogurt
201901010000293,whipped/sour cream
201901010000293,specialty cheese
201901010000293,flour
201901010000293,margarine
201901010000294,sausage
201901010000294,pork
201901010000294,other vegetables
201901010000294,dessert
201901010000294,yogurt
201901010000294,oil
201901010000294,soda
201901010000295,beef
201901010000295,berries
201901010000295,root vegetables
201901010000295,whole milk
201901010000295,whipped/sour cream
201901010000295,abrasive cleaner
201901010000296,citrus fruit
201901010000296,packaged fruit/vegetables
201901010000296,yogurt
201901010000296,bottled water
201901010000297,UHT-milk
201901010000297,coffee
201901010000298,candy
201901010000299,newspapers
201901010000300,beef
201901010000300,citrus fruit
201901010000300,other vegetables
201901010000300,yogurt
201901010000301,sausage
201901010000301,rolls/buns
201901010000302,frankfurter
201901010000302,beef
201901010000302,root vegetables
201901010000302,curd
201901010000302,dessert
201901010000302,yogurt
201901010000302,soft cheese
201901010000302,rolls/buns
201901010000302,mustard
201901010000302,pickled vegetables
201901010000302,canned beer
201901010000302,hygiene articles
